+--------+-----------+----------+------------------+--------------+-------------------------------+----------------+-------------------------------+--------------+
|   Best |     Epoch |   Trades |    Win Draw Loss |   Avg profit |                        Profit |   Avg duration |                  Max Drawdown |    Objective |
|        | 1889/2000 |      351 |    210    0  141 |        0.45% |      3141.811 USDT   (78.55%) |        5:28:00 |      2507.646 USDT  (125.26%) | -3,141.81051 |
|        | 1890/2000 |      133 |     92    0   41 |        1.53% |      4083.889 USDT  (102.10%) |        4:31:00 |       923.664 USDT   (46.14%) | -4,083.88891 |
|        | 1891/2000 |      135 |     87    0   48 |        1.43% |      3875.949 USDT   (96.90%) |        5:06:00 |       834.912 USDT   (41.70%) | -3,875.94888 |
|        | 1892/2000 |      284 |    172    0  112 |        0.92% |      5220.132 USDT  (130.50%) |        3:48:00 |       969.305 USDT   (48.42%) | -5,220.13175 |
|        | 1893/2000 |      321 |    181    0  140 |        0.62% |      3968.431 USDT   (99.21%) |        5:48:00 |      1072.082 USDT   (53.55%) | -3,968.43121 |
|        | 1894/2000 |      235 |    141    0   94 |        1.24% |      5811.784 USDT  (145.29%) |        4:00:00 |       790.693 USDT   (39.50%) | -5,811.78433 |
|        | 1895/2000 |      300 |    174    0  126 |        0.79% |      4767.801 USDT  (119.20%) |        5:18:00 |       853.210 USDT   (42.62%) | -4,767.80146 |
|        | 1896/2000 |      260 |    159    0  101 |        1.13% |      5898.401 USDT  (147.46%) |        5:50:00 |       933.715 USDT   (46.64%) | -5,898.40123 |
|        | 1897/2000 |      238 |    145    0   93 |        1.08% |      5132.685 USDT  (128.32%) |        3:56:00 |       996.592 USDT   (49.78%) | -5,132.68524 |
|        | 1898/2000 |      170 |    104    0   66 |        1.73% |      5887.558 USDT  (147.19%) |        5:09:00 |       724.752 USDT   (36.20%) | -5,887.55839 |
|        | 1899/2000 |      152 |    102    0   50 |        1.82% |      5543.068 USDT  (138.58%) |        4:50:00 |       815.271 USDT   (40.72%) | -5,543.06846 |
|        | 1900/2000 |      242 |    159    0   83 |        0.98% |      4743.269 USDT  (118.58%) |        5:08:00 |       887.051 USDT   (44.31%) | -4,743.26883 |
|        | 1901/2000 |      362 |    217    0  145 |        0.50% |      3611.552 USDT   (90.29%) |        5:06:00 |      2049.923 USDT  (102.39%) | -3,611.55237 |
|        | 1902/2000 |      168 |    104    0   64 |        1.69% |      5672.742 USDT  (141.82%) |        5:08:00 |       957.599 USDT   (47.83%) | -5,672.74242 |
|        | 1903/2000 |      266 |    152    0  114 |        0.97% |      5140.627 USDT  (128.52%) |        3:42:00 |       830.767 USDT   (41.50%) | -5,140.62671 |
|        | 1904/2000 |      185 |    116    0   69 |        1.40% |      5172.577 USDT  (129.31%) |        4:20:00 |       793.635 USDT   (39.64%) | -5,172.57735 |
|        | 1905/2000 |      363 |    192    0  171 |        0.67% |      4836.646 USDT  (120.92%) |        3:44:00 |       941.547 USDT   (47.03%) | -4,836.64568 |
|        | 1906/2000 |      218 |    130    0   88 |        1.31% |      5737.742 USDT  (143.44%) |        4:23:00 |      1013.880 USDT   (50.64%) | -5,737.74201 |
|        | 1907/2000 |      219 |    140    0   79 |        1.38% |      6062.894 USDT  (151.57%) |        4:20:00 |       766.728 USDT   (38.30%) | -6,062.89380 |
|        | 1908/2000 |      177 |    113    0   64 |        1.61% |      5719.950 USDT  (143.00%) |        4:57:00 |       790.344 USDT   (39.48%) | -5,719.95004 |
|        | 1909/2000 |      247 |    147    0  100 |        1.22% |      6009.931 USDT  (150.25%) |        4:20:00 |       944.547 USDT   (47.18%) | -6,009.93104 |
|        | 1910/2000 |      209 |    131    0   78 |        1.49% |      6229.119 USDT  (155.73%) |        4:32:00 |       942.187 USDT   (47.06%) | -6,229.11894 |
|        | 1911/2000 |      244 |    140    0  104 |        1.13% |      5498.121 USDT  (137.45%) |        4:33:00 |       750.408 USDT   (37.48%) | -5,498.12078 |
|        | 1912/2000 |      226 |    141    0   85 |        1.51% |      6833.429 USDT  (170.84%) |        4:26:00 |       506.255 USDT   (25.29%) | -6,833.42916 |
|        | 1913/2000 |      328 |    179    0  149 |        0.60% |      3929.686 USDT   (98.24%) |        3:59:00 |      1128.105 USDT   (56.35%) | -3,929.68558 |
|        | 1914/2000 |      266 |    158    0  108 |        1.23% |      6529.682 USDT  (163.24%) |        4:14:00 |       920.933 USDT   (46.00%) | -6,529.68219 |
|        | 1915/2000 |      246 |    154    0   92 |        1.19% |      5860.209 USDT  (146.51%) |        4:06:00 |      1057.876 USDT   (52.84%) | -5,860.20866 |
|        | 1916/2000 |      269 |    163    0  106 |        1.01% |      5455.107 USDT  (136.38%) |        3:20:00 |      1148.535 USDT   (57.37%) | -5,455.10679 |
|        | 1917/2000 |      160 |    104    0   56 |        1.76% |      5644.444 USDT  (141.11%) |        5:03:00 |       849.854 USDT   (42.45%) | -5,644.44364 |
|        | 1918/2000 |      161 |    104    0   57 |        1.46% |      4700.678 USDT  (117.52%) |        4:31:00 |       854.009 USDT   (42.66%) | -4,700.67797 |
|        | 1919/2000 |      326 |    209    0  117 |        0.67% |      4395.574 USDT  (109.89%) |        4:50:00 |      1912.087 USDT   (95.51%) | -4,395.57367 |
|        | 1920/2000 |      380 |    222    0  158 |        0.47% |      3605.149 USDT   (90.13%) |        4:58:00 |      2128.191 USDT  (106.30%) | -3,605.14880 |
|        | 1921/2000 |      472 |    268    0  204 |        0.44% |      4120.960 USDT  (103.02%) |        4:02:00 |      1247.525 USDT   (62.31%) | -4,120.95951 |
|        | 1922/2000 |      295 |    170    0  125 |        0.89% |      5272.338 USDT  (131.81%) |        3:42:00 |       997.390 USDT   (49.82%) | -5,272.33836 |
|        | 1923/2000 |      240 |    150    0   90 |        1.29% |      6208.887 USDT  (155.22%) |        5:46:00 |       914.345 USDT   (45.67%) | -6,208.88728 |
|        | 1924/2000 |      196 |    124    0   72 |        1.32% |      5167.682 USDT  (129.19%) |        4:10:00 |       331.514 USDT   (16.56%) | -5,167.68189 |
|        | 1925/2000 |      269 |    159    0  110 |        1.16% |      6222.147 USDT  (155.55%) |        4:05:00 |      1033.761 USDT   (51.64%) | -6,222.14746 |
|        | 1926/2000 |      326 |    178    0  148 |        0.62% |      4042.282 USDT  (101.06%) |        3:34:00 |      1025.516 USDT   (51.22%) | -4,042.28175 |
|        | 1927/2000 |      168 |    104    0   64 |        1.43% |      4818.011 USDT  (120.45%) |        4:39:00 |       872.877 USDT   (43.60%) | -4,818.01075 |
|        | 1928/2000 |      220 |    134    0   86 |        1.17% |      5153.417 USDT  (128.84%) |        4:09:00 |       831.476 USDT   (41.53%) | -5,153.41659 |
|        | 1929/2000 |      444 |    269    0  175 |       -0.23% |     -2034.174 USDT  (-50.85%) |        5:34:00 |      2599.493 USDT  (129.84%) |  2,034.17358 |
|        | 1930/2000 |      204 |    123    0   81 |        1.18% |      4822.679 USDT  (120.57%) |        4:24:00 |       849.183 USDT   (42.42%) | -4,822.67904 |
|        | 1931/2000 |      276 |    162    0  114 |        1.00% |      5511.056 USDT  (137.78%) |        3:43:00 |      1061.110 USDT   (53.00%) | -5,511.05556 |
|        | 1932/2000 |      250 |    154    0   96 |        1.23% |      6167.674 USDT  (154.19%) |        3:53:00 |       830.767 USDT   (41.50%) | -6,167.67393 |
|        | 1933/2000 |      210 |    130    0   80 |        0.91% |      3831.577 USDT   (95.79%) |        3:27:00 |       338.493 USDT   (16.91%) | -3,831.57732 |
|        | 1934/2000 |      281 |    170    0  111 |        1.08% |      6092.990 USDT  (152.32%) |        3:44:00 |       863.665 USDT   (43.14%) | -6,092.99037 |
|        | 1935/2000 |      245 |    151    0   94 |        1.41% |      6913.536 USDT  (172.84%) |        4:26:00 |      1067.724 USDT   (53.33%) | -6,913.53556 |
|        | 1936/2000 |      200 |    121    0   79 |        1.38% |      5532.519 USDT  (138.31%) |        4:30:00 |       826.959 USDT   (41.31%) | -5,532.51896 |
|        | 1937/2000 |      251 |    150    0  101 |        1.18% |      5912.737 USDT  (147.82%) |        4:15:00 |      1033.761 USDT   (51.64%) | -5,912.73679 |
|        | 1938/2000 |      399 |    177    0  222 |       -0.05% |      -387.571 USDT   (-9.69%) |        8:15:00 |      1569.081 USDT   (78.38%) |    387.57098 |
|        | 1939/2000 |      158 |    104    0   54 |        1.75% |      5526.592 USDT  (138.16%) |        4:45:00 |       793.635 USDT   (39.64%) | -5,526.59239 |
|        | 1940/2000 |      267 |    159    0  108 |        1.05% |      5604.101 USDT  (140.10%) |        5:53:00 |       915.323 USDT   (45.72%) | -5,604.10060 |
|        | 1941/2000 |      364 |    208    0  156 |        0.66% |      4796.178 USDT  (119.90%) |        4:17:00 |       859.275 USDT   (42.92%) | -4,796.17760 |
|        | 1942/2000 |      273 |    160    0  113 |        0.86% |      4695.204 USDT  (117.38%) |        4:00:00 |       491.311 USDT   (24.54%) | -4,695.20397 |
|        | 1943/2000 |      331 |    197    0  134 |        0.91% |      6059.620 USDT  (151.49%) |        5:07:00 |      1025.853 USDT   (51.24%) | -6,059.62016 |
|        | 1944/2000 |      293 |    174    0  119 |        1.04% |      6096.390 USDT  (152.41%) |        5:40:00 |       815.856 USDT   (40.75%) | -6,096.38986 |
|        | 1945/2000 |      232 |    139    0   93 |        0.89% |      4136.321 USDT  (103.41%) |        3:40:00 |       965.527 USDT   (48.23%) | -4,136.32088 |
|        | 1946/2000 |      218 |    137    0   81 |        1.43% |      6251.567 USDT  (156.29%) |        4:30:00 |      1007.940 USDT   (50.35%) | -6,251.56720 |
|        | 1947/2000 |      363 |    195    0  168 |        0.44% |      3189.175 USDT   (79.73%) |        3:14:00 |      1128.427 USDT   (56.36%) | -3,189.17516 |
|        | 1948/2000 |      264 |    153    0  111 |        1.00% |      5267.846 USDT  (131.70%) |        4:12:00 |      1037.125 USDT   (51.80%) | -5,267.84616 |
|        | 1949/2000 |      235 |    148    0   87 |        1.30% |      6092.901 USDT  (152.32%) |        4:15:00 |      1015.123 USDT   (50.71%) | -6,092.90145 |
|        | 1950/2000 |      169 |    110    0   59 |        1.61% |      5459.830 USDT  (136.50%) |        4:52:00 |       857.038 USDT   (42.81%) | -5,459.83014 |
|        | 1951/2000 |      177 |    121    0   56 |        1.75% |      6203.987 USDT  (155.10%) |        4:32:00 |       791.339 USDT   (39.53%) | -6,203.98693 |
|        | 1952/2000 |      252 |    153    0   99 |        0.88% |      4417.929 USDT  (110.45%) |        5:15:00 |       806.469 USDT   (40.28%) | -4,417.92924 |
|        | 1953/2000 |      351 |    207    0  144 |        0.87% |      6143.394 USDT  (153.58%) |        4:47:00 |       999.150 USDT   (49.91%) | -6,143.39363 |
|        | 1954/2000 |      240 |    144    0   96 |        1.05% |      5067.202 USDT  (126.68%) |        5:36:00 |       804.318 USDT   (40.18%) | -5,067.20231 |
|        | 1955/2000 |      281 |    161    0  120 |        0.99% |      5573.090 USDT  (139.33%) |        4:04:00 |      1007.940 USDT   (50.35%) | -5,573.08981 |
|        | 1956/2000 |      302 |    164    0  138 |        0.45% |      2747.540 USDT   (68.69%) |        4:02:00 |       708.912 USDT   (35.41%) | -2,747.53972 |
|        | 1957/2000 |      263 |    151    0  112 |        0.83% |      4376.526 USDT  (109.41%) |        5:45:00 |       813.030 USDT   (40.61%) | -4,376.52631 |
|        | 1958/2000 |      286 |    164    0  122 |        0.81% |      4627.423 USDT  (115.69%) |        3:50:00 |      1062.412 USDT   (53.07%) | -4,627.42297 |
|        | 1959/2000 |      231 |    137    0   94 |        0.85% |      3909.074 USDT   (97.73%) |        4:29:00 |       846.488 USDT   (42.28%) | -3,909.07355 |
|        | 1960/2000 |      182 |    119    0   63 |        1.20% |      4390.267 USDT  (109.76%) |        4:26:00 |       578.933 USDT   (28.92%) | -4,390.26736 |
|        | 1961/2000 |      238 |    143    0   95 |        1.24% |      5926.861 USDT  (148.17%) |        4:22:00 |       674.743 USDT   (33.70%) | -5,926.86098 |
|        | 1962/2000 |      188 |    118    0   70 |        1.49% |      5606.419 USDT  (140.16%) |        4:05:00 |       873.449 USDT   (43.63%) | -5,606.41874 |
|        | 1963/2000 |      286 |    166    0  120 |        0.84% |      4834.171 USDT  (120.85%) |        4:51:00 |       897.315 USDT   (44.82%) | -4,834.17098 |
|        | 1964/2000 |      157 |    101    0   56 |        1.64% |      5167.373 USDT  (129.18%) |        4:57:00 |       823.509 USDT   (41.13%) | -5,167.37253 |
|        | 1965/2000 |      388 |    213    0  175 |        0.49% |      3801.905 USDT   (95.05%) |        4:28:00 |       849.464 USDT   (42.43%) | -3,801.90520 |
|        | 1966/2000 |      103 |     72    0   31 |        1.52% |      3142.881 USDT   (78.57%) |        4:39:00 |       535.823 USDT   (26.76%) | -3,142.88104 |
|        | 1967/2000 |      242 |    139    0  103 |        1.08% |      5250.265 USDT  (131.26%) |        4:34:00 |       831.989 USDT   (41.56%) | -5,250.26464 |
|        | 1968/2000 |      272 |    153    0  119 |        1.02% |      5541.968 USDT  (138.55%) |        4:24:00 |      1160.567 USDT   (57.97%) | -5,541.96837 |
|        | 1969/2000 |      157 |     98    0   59 |        1.23% |      3872.466 USDT   (96.81%) |        3:36:00 |       338.493 USDT   (16.91%) | -3,872.46556 |
|        | 1970/2000 |      212 |    137    0   75 |        1.55% |      6598.230 USDT  (164.96%) |        4:22:00 |       838.660 USDT   (41.89%) | -6,598.22983 |
|        | 1971/2000 |      167 |    108    0   59 |        1.38% |      4609.495 USDT  (115.24%) |        3:40:00 |       338.493 USDT   (16.91%) | -4,609.49455 |
|        | 1972/2000 |      309 |    187    0  122 |        0.79% |      4875.512 USDT  (121.89%) |        3:34:00 |       898.957 USDT   (44.90%) | -4,875.51199 |
|        | 1973/2000 |      196 |    113    0   83 |        0.65% |      2555.846 USDT   (63.90%) |        5:34:00 |       954.150 USDT   (47.66%) | -2,555.84649 |
|        | 1974/2000 |      286 |    166    0  120 |        0.87% |      5002.231 USDT  (125.06%) |        5:54:00 |       920.933 USDT   (46.00%) | -5,002.23148 |
|        | 1975/2000 |      171 |    113    0   58 |        1.63% |      5588.365 USDT  (139.71%) |        4:15:00 |       869.067 USDT   (43.41%) | -5,588.36550 |
|        | 1976/2000 |      164 |    101    0   63 |        1.55% |      5080.745 USDT  (127.02%) |        5:05:00 |      1022.280 USDT   (51.06%) | -5,080.74450 |
|        | 1977/2000 |      286 |    176    0  110 |        0.89% |      5084.655 USDT  (127.12%) |        5:29:00 |      1489.588 USDT   (74.40%) | -5,084.65474 |
|        | 1978/2000 |      331 |    193    0  138 |        0.83% |      5529.609 USDT  (138.24%) |        5:28:00 |       942.913 USDT   (47.10%) | -5,529.60910 |
|        | 1979/2000 |      255 |    151    0  104 |        0.87% |      4449.866 USDT  (111.25%) |        4:37:00 |       772.125 USDT   (38.57%) | -4,449.86555 |
|        | 1980/2000 |      347 |    194    0  153 |        0.63% |      4384.211 USDT  (109.61%) |        5:38:00 |      1011.736 USDT   (50.54%) | -4,384.21147 |
|        | 1981/2000 |      140 |    103    0   37 |        1.60% |      4485.052 USDT  (112.13%) |        3:58:00 |       699.352 USDT   (34.93%) | -4,485.05179 |
|        | 1982/2000 |      183 |    114    0   69 |        1.36% |      4970.475 USDT  (124.26%) |        4:05:00 |       813.401 USDT   (40.63%) | -4,970.47521 |
|        | 1983/2000 |      233 |    135    0   98 |        0.95% |      4428.044 USDT  (110.70%) |        3:56:00 |      1264.551 USDT   (63.16%) | -4,428.04363 |
|        | 1984/2000 |       84 |     64    0   20 |        2.09% |      3506.338 USDT   (87.66%) |        5:07:00 |       410.846 USDT   (20.52%) | -3,506.33818 |
|        | 1985/2000 |      121 |     79    0   42 |        1.26% |      3055.255 USDT   (76.38%) |        4:18:00 |       456.866 USDT   (22.82%) | -3,055.25539 |
|        | 1986/2000 |      505 |    318    0  187 |       -0.20% |     -2033.446 USDT  (-50.84%) |        5:18:00 |      2528.787 USDT  (126.31%) |  2,033.44620 |
|        | 1987/2000 |      291 |    135    0  156 |       -0.07% |      -424.055 USDT  (-10.60%) |        7:46:00 |      1400.092 USDT   (69.93%) |    424.05502 |
|        | 1988/2000 |      530 |    329    0  201 |       -0.13% |     -1401.743 USDT  (-35.04%) |        5:01:00 |      2568.548 USDT  (128.30%) |  1,401.74277 |
|        | 1989/2000 |      485 |    250    0  235 |        0.46% |      4422.964 USDT  (110.57%) |        3:21:00 |       983.426 USDT   (49.12%) | -4,422.96361 |
|        | 1990/2000 |      242 |    150    0   92 |        1.10% |      5317.693 USDT  (132.94%) |        3:45:00 |       880.135 USDT   (43.96%) | -5,317.69258 |
|        | 1991/2000 |      221 |    140    0   81 |        1.34% |      5912.009 USDT  (147.80%) |        4:00:00 |       800.893 USDT   (40.00%) | -5,912.00851 |
